words@dmorozov1970m	@dmorozov1970m	3.792	4.2	было
words@dmorozov1970m	@dmorozov1970m	4.2	4.608	лет
words@dmorozov1970m	@dmorozov1970m	4.608	5.016	например
words@dmorozov1970m	@dmorozov1970m	5.016	5.43	семнадцать
words@dmorozov1970m	@dmorozov1970m	18.638	18.992	Что
words@dmorozov1970m	@dmorozov1970m	18.992	19.346	вы
words@dmorozov1970m	@dmorozov1970m	19.346	19.701	делали
words@dmorozov1970m	@dmorozov1970m	22.011	22.547	Такого
words@dmorozov1970m	@dmorozov1970m	22.547	23.084	ну
words@dmorozov1970m	@dmorozov1970m	39.024	39.489	Ну
words@dmorozov1970m	@dmorozov1970m	39.489	39.954	а
words@dmorozov1970m	@dmorozov1970m	39.954	40.419	как
words@dmorozov1970m	@dmorozov1970m	40.419	40.884	вообще
words@dmorozov1970m	@dmorozov1970m	40.884	41.349	если
words@dmorozov1970m	@dmorozov1970m	41.349	41.814	уж
words@dmorozov1970m	@dmorozov1970m	41.814	42.279	зашла
words@dmorozov1970m	@dmorozov1970m	42.279	42.744	речь
words@dmorozov1970m	@dmorozov1970m	42.744	43.209	относишься
words@dmorozov1970m	@dmorozov1970m	43.209	43.674	к
words@dmorozov1970m	@dmorozov1970m	43.674	44.139	спортивным
words@dmorozov1970m	@dmorozov1970m	44.139	44.604	каким-то
words@dmorozov1970m	@dmorozov1970m	44.604	45.073	мероприятиям
words@dmorozov1970m	@dmorozov1970m	45.685	45.877	К
words@dmorozov1970m	@dmorozov1970m	45.877	46.069	тому
words@dmorozov1970m	@dmorozov1970m	46.069	46.261	же
words@dmorozov1970m	@dmorozov1970m	46.261	46.453	матчу
words@dmorozov1970m	@dmorozov1970m	46.453	46.646	"Зенита"
words@dmorozov1970m	@dmorozov1970m	52.048	52.362	Угу
words@dmorozov1970m	@dmorozov1970m	53.979	54.261	То
words@dmorozov1970m	@dmorozov1970m	54.261	54.543	есть
words@dmorozov1970m	@dmorozov1970m	54.543	54.825	болели
words@dmorozov1970m	@dmorozov1970m	54.825	55.107	за
words@dmorozov1970m	@dmorozov1970m	55.107	55.39	"Зенит"
words@dmorozov1970m	@dmorozov1970m	55.39	55.792	А
words@dmorozov1970m	@dmorozov1970m	55.792	56.194	что
words@dmorozov1970m	@dmorozov1970m	56.194	56.596	вот
words@dmorozov1970m	@dmorozov1970m	56.596	56.998	по
words@dmorozov1970m	@dmorozov1970m	56.998	57.4	музыке
words@dmorozov1970m	@dmorozov1970m	57.4	57.802	у
words@dmorozov1970m	@dmorozov1970m	57.802	58.204	тебя
words@dmorozov1970m	@dmorozov1970m	58.204	58.606	до
words@dmorozov1970m	@dmorozov1970m	58.606	59.008	Padl-ы
words@dmorozov1970m	@dmorozov1970m	59.008	59.41	были
words@dmorozov1970m	@dmorozov1970m	59.41	59.812	какие-либо
words@dmorozov1970m	@dmorozov1970m	59.812	60.214	проекты
words@dmorozov1970m	@dmorozov1970m	60.214	60.616	ещё
words@dmorozov1970m	@dmorozov1970m	60.616	61.018	ранние
words@dmorozov1970m	@dmorozov1970m	95.463	96.112	А
words@dmorozov1970m	@dmorozov1970m	96.112	96.761	направление
words@dmorozov1970m	@dmorozov1970m	96.761	97.41	как
words@dmorozov1970m	@dmorozov1970m	97.41	98.059	менялось
words@dmorozov1970m	@dmorozov1970m	98.059	98.708	с
words@dmorozov1970m	@dmorozov1970m	98.708	99.357	со
words@dmorozov1970m	@dmorozov1970m	99.357	100.006	сменами
words@dmorozov1970m	@dmorozov1970m	100.006	100.658	названий
words@dmorozov1970m	@dmorozov1970m	134.976	135.618	Какие
